pulse,slant_cm,ground_cm,ldr_raw,backscatter_pct,temp_c,pressure_hpa,alert
618,14.80,14.54,0,0.00,19.39,1009.66,1
619,18.25,17.77,120,11.73,19.39,1009.67,0
620,OOR,OOR,6,0.59,19.39,1009.66,0
621,50.32,39.12,0,0.00,19.39,1009.66,0
622,15.71,15.40,0,0.00,19.39,1009.66,0
623,14.39,14.15,0,0.00,19.39,1009.66,1
624,235.25,OOR,123,12.02,19.39,1009.66,0
625,233.48,OOR,2,0.20,19.39,1009.67,0
626,49.43,38.86,0,0.00,19.39,1009.67,0
627,49.07,38.75,0,0.00,19.39,1009.66,0
628,49.01,38.74,0,0.00,19.39,1009.66,0
629,48.47,38.56,0,0.00,19.39,1009.66,0
630,47.25,38.13,0,0.00,19.39,1009.66,0
631,OOR,OOR,5,0.49,19.39,1009.66,0
632,OOR,OOR,6,0.59,19.39,1009.66,0
633,OOR,OOR,6,0.59,19.39,1009.66,0
634,52.92,39.69,2,0.20,19.39,1009.66,0
635,14.75,14.50,1,0.10,19.39,1009.66,1
636,47.95,38.38,121,11.83,19.40,1009.67,0
637,OOR,OOR,9,0.88,19.40,1009.66,0
638,OOR,OOR,9,0.88,19.40,1009.67,0
639,14.82,14.56,1,0.10,19.40,1009.67,1
640,18.25,17.77,121,11.83,19.40,1009.67,0
641,OOR,OOR,9,0.88,19.40,1009.67,0
642,14.87,14.61,0,0.00,19.40,1009.67,1
643,OOR,OOR,125,12.22,19.40,1009.67,0
644,16.98,16.59,0,0.00,19.40,1009.67,0
645,51.16,39.33,0,0.00,19.40,1009.67,0
646,13.50,13.30,0,0.00,19.40,1009.67,1
647,49.36,38.84,121,11.83,19.40,1009.67,0
648,OOR,OOR,5,0.49,19.40,1009.67,0
649,OOR,OOR,5,0.49,19.40,1009.67,0
650,OOR,OOR,5,0.49,19.40,1009.67,0
651,OOR,OOR,4,0.39,19.40,1009.67,0
652,14.32,14.09,0,0.00,19.40,1009.67,1
653,OOR,OOR,123,12.02,19.40,1009.66,0
654,16.14,15.81,0,0.00,19.40,1009.66,0
655,19.57,18.97,0,0.00,19.40,1009.66,0
656,17.00,16.61,0,0.00,19.40,1009.66,0
657,16.14,15.81,0,0.10,19.40,1009.66,0
658,15.66,15.36,0,0.00,19.40,1009.67,0
659,OOR,OOR,5,0.59,19.40,1009.67,0
660,OOR,OOR,6,0.59,19.40,1009.67,0
661,OOR,OOR,6,0.59,19.40,1009.67,0
662,OOR,OOR,7,0.68,19.40,1009.67,0
663,OOR,OOR,7,0.78,19.40,1009.66,0
664,14.80,14.54,1,0.10,19.40,1009.66,1
665,OOR,OOR,124,12.12,19.40,1009.66,0
666,16.07,15.74,1,0.20,19.40,1009.67,0
667,OOR,OOR,9,0.88,19.40,1009.67,0
668,OOR,OOR,9,0.88,19.40,1009.67,0
669,17.41,16.99,1,0.10,19.40,1009.67,0
670,OOR,OOR,9,0.88,19.40,1009.66,0
671,OOR,OOR,8,0.88,19.40,1009.66,0
672,OOR,OOR,8,0.88,19.40,1009.66,0
673,OOR,OOR,8,0.78,19.41,1009.67,0
674,OOR,OOR,8,0.78,19.41,1009.67,0
675,OOR,OOR,8,0.78,19.41,1009.67,0
676,OOR,OOR,7,0.68,19.41,1009.67,0
677,OOR,OOR,7,0.68,19.41,1009.67,0
678,OOR,OOR,6,0.59,19.41,1009.67,0
679,17.82,17.37,0,0.00,19.41,1009.67,0
680,OOR,OOR,6,0.59,19.41,1009.66,0
681,OOR,OOR,5,0.49,19.41,1009.66,0
682,OOR,OOR,5,0.49,19.41,1009.66,0
683,OOR,OOR,5,0.49,19.41,1009.66,0
684,OOR,OOR,4,0.39,19.41,1009.67,0
685,19.09,18.54,0,0.00,19.41,1009.67,0
686,17.82,17.37,0,0.00,19.41,1009.66,0
687,19.09,18.54,0,0.00,19.41,1009.66,0
688,OOR,OOR,4,0.39,19.41,1009.66,0
689,OOR,OOR,4,0.39,19.41,1009.66,0
690,17.39,16.97,0,0.00,19.41,1009.66,0
691,18.25,17.77,0,0.00,19.41,1009.66,0
692,16.55,16.19,1,0.10,19.41,1009.66,0
693,OOR,OOR,5,0.49,19.41,1009.66,0
694,OOR,OOR,6,0.68,19.41,1009.66,0
695,OOR,OOR,8,0.78,19.41,1009.66,0
696,3.34,3.34,2,0.20,19.41,1009.66,1
697,3.94,3.94,122,11.93,19.41,1009.66,1
698,OOR,OOR,159,15.54,19.41,1009.66,0
699,6.84,6.82,2,0.20,19.41,1009.66,1
700,6.43,6.41,121,11.83,19.41,1009.66,1
701,9.98,9.90,155,15.15,19.41,1009.66,1
702,OOR,OOR,185,18.08,19.41,1009.66,0
703,15.66,15.36,1,0.10,19.41,1009.66,0
704,OOR,OOR,9,0.88,19.41,1009.66,0
